Result||Cylinder [6] Discharge Temperature,111.2599161,O
Result||Cylinder [6] Isentropic Efficiency,5.37E-06,O
Result||Cylinder [6] Discharge Temperature Calculated Delta,-24.63585275,O
Result||Cylinder [6] Head End - Volumetric Efficiency at Suction,100,O
Result||Cylinder [6] Crank End - Volumetric Efficiency at Suction,93.12199965,O
Result||Cylinder [6] Head End - Valve Loss,0,O
Result||Cylinder [6] Crank End - Valve Loss,13544541822,O
Result||Cylinder [6] Head End - Parasitic Loss,12069590257,O
Result||Cylinder [6] Crank End - Parasitic Loss,0,O
Result||Cylinder [6] Head End - Total Power,12069590257,O
Result||Cylinder [6] Crank End - Total Power,13544543270,O
Result||Cylinder [6] Head End - Flow,0,O
Result||Cylinder [6] Crank End - Flow,50452.87901,O
Result||Throw [1] Compression Inertia,54697.68188,O
Result||Throw [1] Compression Inertia Percentage,3.528882702,O
Result||Throw [1] Tension Inertia,753574.0591,O
Result||Throw [1] Tension Inertia Percentage,53.82671851,O
Result||Throw [1] Degrees of Reversal,0,O
Result||Throw [1] Opposing Force,0,O
Result||Throw [2] Compression Inertia,54697.68188,O
Result||Throw [2] Compression Inertia Percentage,3.528882702,O
Result||Throw [2] Tension Inertia,753574.0591,O
Result||Throw [2] Tension Inertia Percentage,53.82671851,O
Result||Throw [2] Degrees of Reversal,0,O
Result||Throw [2] Opposing Force,0,O
Result||Throw [3] Compression Inertia,54697.68188,O
Result||Throw [3] Compression Inertia Percentage,3.528882702,O
Result||Throw [3] Tension Inertia,753574.0591,O
Result||Throw [3] Tension Inertia Percentage,53.82671851,O
Result||Throw [3] Degrees of Reversal,0,O
Result||Throw [3] Opposing Force,0,O
Result||Throw [4] Compression Inertia,54697.68188,O
Result||Throw [4] Compression Inertia Percentage,3.528882702,O
Result||Throw [4] Tension Inertia,753574.0591,O
Result||Throw [4] Tension Inertia Percentage,53.82671851,O
Result||Throw [4] Degrees of Reversal,0,O
Result||Throw [4] Opposing Force,0,O
Result||Throw [5] Compression Inertia,66328.34079,O
Result||Throw [5] Compression Inertia Percentage,4.279247793,O
Result||Throw [5] Tension Inertia,-203006.2219,O
Result||Throw [5] Tension Inertia Percentage,-14.50044442,O
Result||Throw [5] Degrees of Reversal,0,O
Result||Throw [5] Opposing Force,0,O
Result||Throw [6] Compression Inertia,37345.50839,O
Result||Throw [6] Compression Inertia Percentage,2.409387638,O
Result||Throw [6] Tension Inertia,661077.3512,O
Result||Throw [6] Tension Inertia Percentage,47.2198108,O
Result||Throw [6] Degrees of Reversal,0,O
Result||Throw [6] Opposing Force,0,O
Result||Stage [1] Suction Pressure Calculated,2843.04,O
Result||Stage [1] Discharge Pressure Calculated,5048.651648,O
Result||Stage [1] Discharge Temperature,102.9265827,O
Result||Stage [1] Brake Power,25614133527,O
Result||Stage [1] Flow,50452.87901,O
Result||Stage [1] GasK,1.466466655,O
Result||Stage [1] Suction Pressure at Flange,2813.59635,O
Result||Stage [1] Discharge Pressure at Flange,5153.753212,O
Result||Stage [1] Isentropic Efficiency,5.37E-06,O
Result||Stage [1] Discharge Temperature Calculated Delta,-23.97638275,O
Result||Stage [1] Interstage Pressure Calculated Delta,-10.5867603,O
Result||Stage [1] Suction Density,2.352585756,O
Result||Stage [1] Discharge Density,3.41492572,O
Result||Stage [1] Suction Specific Heat,14.11751963,O
Result||Stage [1] Discharge Specific Heat,14.35193313,O
Result||Stage [1] Suction Compressibility,1.012442426,O
Result||Stage [1] Discharge Compressibility,1.021202463,O
Result||Stage [1] Molecular Weight,2.03136975,O
Result||Stage [1] Specific Gravity,0.070131875,O
Result||Stage [2] Suction Pressure Calculated,5048.651648,O
Result||Stage [2] Discharge Pressure Calculated,4163.55124,O
Result||Stage [2] Discharge Temperature,72.91978354,O
Result||Stage [2] Brake Power,19061193427,O
Result||Stage [2] Flow,50736.5662,O
Result||Stage [2] GasK,1.410015073,O
Result||Stage [2] Suction Pressure at Flange,4997.151882,O
Result||Stage [2] Discharge Pressure at Flange,4250.589531,O
Result||Stage [2] Isentropic Efficiency,-1.98E-06,O
Result||Stage [2] Discharge Temperature Calculated Delta,4.519896464,O
Result||Stage [2] Interstage Pressure Calculated Delta,76.6021018,O
Result||Stage [2] Suction Density,3.498883575,O
Result||Stage [2] Discharge Density,3.071401179,O
Result||Stage [2] Suction Specific Heat,14.3304809,O
Result||Stage [2] Discharge Specific Heat,14.26042655,O
Result||Stage [2] Suction Compressibility,1.021418294,O
Result||Stage [2] Discharge Compressibility,1.017918303,O
Result||Stage [2] Molecular Weight,2.03136975,O
Result||Stage [2] Specific Gravity,0.070131875,O
Result||Stage [3] Suction Pressure Calculated,4163.55124,O
Result||Stage [3] Discharge Pressure Calculated,15832.26,O
Result||Stage [3] Discharge Temperature,197.67726,O
Result||Stage [3] Brake Power,26706284028,O
Result||Stage [3] Flow,50817.09607,O
Result||Stage [3] GasK,1.441941338,O
Result||Stage [3] Suction Pressure at Flange,4120.902478,O
Result||Stage [3] Discharge Pressure at Flange,16157.4352,O
Result||Stage [3] Isentropic Efficiency,1.41E-05,O
Result||Stage [3] Discharge Temperature Calculated Delta,-82.26966,O
Result||Stage [3] Interstage Pressure Calculated Delta,0,O
Result||Stage [3] Suction Density,4.102763036,O
Result||Stage [3] Discharge Density,9.80742944,O
Result||Stage [3] Suction Specific Heat,11.79406418,O
Result||Stage [3] Discharge Specific Heat,12.2787354,O
Result||Stage [3] Suction Compressibility,1.017573857,O
Result||Stage [3] Discharge Compressibility,1.061834705,O
Result||Stage [3] Molecular Weight,2.473226158,O
Result||Stage [3] Specific Gravity,0.085386714,O
Result||Recip Brake Power,71381610982,O
Result||Recip Torque,427456516.8,O
Result||Recip Driver Maximum Allowed Power,16699.15142,O
Result||Recip Driver Percent Of Rated Load,399315344.5,O
Result||Recip Isentropic Efficiency,6.68E-06,O
Result||Overall Compression Ratio,5.411552236,O
